shift_id,note,rules,tfidf_knn,tfidf_conf,agree
S106645,client asked for extra patrol after the break-in tuesday,client_requested,client_requested,1.0,True
S104103,"Pillay absent, took her rounds as well",absence_cover,absence_cover,0.85,True
S102856,niks om te rapporteer nie,routine,routine,0.97,True
S101331,"no replacement sent, ngicela sort this out..",absence_cover,absence_cover,1.0,True
S108104,"masjien is stukkend, alles met die hand gedoen",equipment_failure,equipment_failure,1.0,True
S102307,"double duty today, Maluleke on family responsibility leave",absence_cover,absence_cover,1.0,True
S102886,"took Adams shift as well, 2 posts 1 guard..",absence_cover,routine,0.55,False
S106107,"machine down again, took twice as long",equipment_failure,equipment_failure,1.0,True
S104337,"requested by centre management for load in, signed off",client_requested,client_requested,1.0,True
S106848,no issues on site,routine,routine,0.97,True
S103166,ok,blank,blank,1.0,True
S103384,"generator fault, stayed to monitor",equipment_failure,equipment_failure,0.98,True
S100022,Client rquested deep clean before the audit - approved,client_requested,client_requested,1.0,True
S109118,"buffer machine kaput, did the floor by hand",equipment_failure,equipment_failure,1.0,True
S103269,all good,routine,routine,0.98,True
S100388,"additional cover requested by site manager, signed off",client_requested,client_requested,1.0,True
S103014,"Sithole absent, took her rounds as well",absence_cover,absence_cover,0.85,True
S103608,"aflos het nie opgedaag nie, moes aanbly",absence_cover,absence_cover,0.42,True
S104501,all fine,routine,blank,0.77,False
S103366,quiet shift,routine,routine,0.9,True
S101518,"waited 30 min for handover, ob book not signed",late_handover,late_handover,1.0,True
S102859,"scrubber broke down, had to do the floor manually",equipment_failure,equipment_failure,1.0,True
S106529,"client asked us to stay for the delivery, ok'd by centre mgmt",client_requested,client_requested,1.0,True
S104422,all fine,routine,blank,0.77,False
S100738,double shift bc relief never pitched,absence_cover,absence_cover,1.0,True
S102143,ok,blank,blank,1.0,True
S101484,"waited 45 min for handover, OB book not signed",late_handover,late_handover,1.0,True
S105299,n/a,blank,blank,1.0,True
S100204,all good,routine,routine,0.98,True
S105768,client asked for extra patrol after the break-in tuesday,client_requested,client_requested,1.0,True
S107100,n/a,blank,blank,1.0,True
S106646,client requested deep clean befroe the audit - approved,client_requested,client_requested,1.0,True
S104821,"oorhandiging was lat, gewag vir sleutels",late_handover,late_handover,1.0,True
S101034,no issues on site,routine,routine,0.97,True
S103226,Client requested deep clean before the audit - approved..,client_requested,client_requested,1.0,True
S106671,"requested by centre management for load in, signed off",client_requested,client_requested,1.0,True
S109348,client signed for the extra hours but real reason is relief no show agn,absence_cover,absence_cover,1.0,True
S105269,"covering Sibiya post, no show no call",absence_cover,absence_cover,1.0,True
S103800,nothing to report,routine,routine,0.93,True
S108275,relif no show AGAIN,absence_cover,absence_cover,1.0,True
S102865,Client asked for extra patrol after the break-in Tuesday,client_requested,client_requested,1.0,True
S102439,all good,routine,routine,0.98,True
S107217,"buffer machine kaput, did the floor by hand",equipment_failure,equipment_failure,1.0,True
S102952,ntr,blank,blank,1.0,True
S108076,"CLIENT ASKED US TO STAY FOR THE DELIVERY, OK'D BY CENTRE MGMT",client_requested,client_requested,1.0,True
S100629,COVERED FOR WYK AGAIN - 3RD TIME THIS MONTH,absence_cover,absence_cover,1.0,True
S108051,"masjien is stukkend, alles met die hand gedoen",equipment_failure,equipment_failure,1.0,True
S108033,Next shift guard did not pitch. Had to cover.,absence_cover,absence_cover,1.0,True
S108562,Covering for Adams - booked off sick,absence_cover,absence_cover,1.0,True
S104862,"handover late again, keys missing",late_handover,late_handover,1.0,True
S102855,Next shift guard did not pitch. Had to cover.,absence_cover,absence_cover,1.0,True
S103428,"zulu absent, took her rounds as well",absence_cover,absence_cover,1.0,True
S103584,"worked through, baloyi at the clinic",absence_cover,absence_cover,0.88,True
S106947,shift handover delayed by 40 min,late_handover,late_handover,1.0,True
S108154,.,blank,blank,1.0,True
S105631,Khumalo off sick. again. covered.,absence_cover,absence_cover,1.0,True
S104568,"Cele absent, took her rounds as well",absence_cover,absence_cover,1.0,True
S105508,"oorhandiging was laat, gewag vir sleutels",late_handover,late_handover,1.0,True
S106033,Covering for Fourie - booked off sick,absence_cover,absence_cover,1.0,True
S106673,Client asked for exra patrol after the break-in Tuesday,client_requested,client_requested,1.0,True
S109183,Client requested deep clean before the audit - approveed,client_requested,client_requested,1.0,True
S108185,"covering Wyk post, no show no call",absence_cover,absence_cover,1.0,True
S103019,"still on site, relief was suppose to come 06:00",absence_cover,absence_cover,1.0,True
S102844,radebe off sick. again. covered.,absence_cover,absence_cover,1.0,True
S107816,"worked through, Maluleke at the clinic",absence_cover,absence_cover,0.75,True
S101627,"waited 40 min for handover, OB book not signed",late_handover,late_handover,1.0,True
S108529,"uFourie akezanga namhalnje, ngimele yena",absence_cover,absence_cover,1.0,True
S101445,"masjien is stukkend, alles met die hand gedoen",equipment_failure,equipment_failure,1.0,True
S104588,all good,routine,routine,0.98,True
S108628,"buffer machine kaput, did the floor by hand",equipment_failure,equipment_failure,1.0,True
S108873,Fourie off sick. agn. covered.,absence_cover,absence_cover,1.0,True
S104017,"uPillay akezanga namhlanje, nimele yena !",absence_cover,absence_cover,1.0,True
S106533,"no replacement sent, ngicela sort this out",absence_cover,absence_cover,1.0,True
S101777,"machine down again, took twice as long",equipment_failure,equipment_failure,1.0,True
S103073,covering for nkosi - booked off sick..,absence_cover,absence_cover,1.0,True
S100983,no issues on site,routine,routine,0.97,True
S108346,"covering Cele post, no show no call",absence_cover,absence_cover,1.0,True
S107474,"control room says relief coming, nobody came",absence_cover,absence_cover,1.0,True
S100715,nothing to report,routine,routine,0.93,True
S106737,"laet handover, waiting on paperwork",late_handover,late_handover,1.0,True
S105115,Naidoo off sick. agn. covered.,absence_cover,absence_cover,1.0,True
S100577,"requested by centre management for load in, signed off",client_requested,client_requested,1.0,True
S103405,n/a,blank,blank,1.0,True
S105653,stood in for Jacobs,absence_cover,routine,0.52,False
S102421,"stocktake ran over, client asked us to remain, they know they pay for it",client_requested,client_requested,1.0,True
S102725,-,blank,blank,1.0,True
S103582,"Mabaso didnt come in, covered the post..",absence_cover,absence_cover,1.0,True
S109249,quiet shift,routine,routine,0.9,True
S106149,client asked for extra patrol after the break-in tuesday,client_requested,client_requested,1.0,True
S103062,"no replacement sent, ngicela sort this out",absence_cover,absence_cover,1.0,True
S103565,ntr,blank,blank,1.0,True
S107861,sharp,blank,blank,1.0,True
S100942,Nkosi off sick. again. covered.,absence_cover,absence_cover,1.0,True
S107766,"uAdams akezanga namhlanje, ngimele yena",absence_cover,absence_cover,1.0,True
S104514,ntr,blank,blank,1.0,True
S108019,"BUFFER MACHINE KAPUT, DID THE FLOOR BY HAND..",equipment_failure,equipment_failure,1.0,True
S100711,"took Wyk shift as well, 2 posts 1 guard",absence_cover,absence_cover,1.0,True
S107338,"took Sithole shift as well, 2 posts 1 guard",absence_cover,routine,0.52,False
S105984,"late handover, waiting on paperwork",late_handover,late_handover,1.0,True
S100747,"client says stay till 6am, dont know if office approved",client_requested,client_requested,1.0,True
S103623,relief no show again,absence_cover,absence_cover,1.0,True
S106555,shift handover delayed by 45 min,late_handover,late_handover,1.0,True
S104288,"took Sithole shift as well, 2 posts 1 guard",absence_cover,routine,0.52,False
S101734,"Mokoena absent, took her rounds as well",absence_cover,absence_cover,1.0,True
S103832,"still on site, relief was suppose to come 06:00",absence_cover,absence_cover,1.0,True
S106792,"no replacement sent, ngicela sort this out..",absence_cover,absence_cover,1.0,True
S106354,Client requested deep clean before the audit - approved,client_requested,client_requested,1.0,True
S102049,"client asked us to stay for the delivery, ok'd by cnetre mgmt",client_requested,client_requested,1.0,True
S106122,shift handover delayed by 30 min..,late_handover,late_handover,1.0,True
S103211,"additional cover requested by site manager, signed off",client_requested,client_requested,1.0,True
S103957,quiet shift,routine,routine,0.9,True
S103447,"relief never arrived, stayed on till 06:00",absence_cover,absence_cover,1.0,True
S103726,"worked through, fourie at the clinic",absence_cover,absence_cover,0.75,True
S100818,"worked through, mthembu at the clinic",absence_cover,absence_cover,1.0,True
S103655,"late handover, waitnig on paperwork",late_handover,late_handover,1.0,True
S102134,"handover late agn, keys missing !",late_handover,late_handover,1.0,True
S107628,as per normal,routine,routine,0.96,True
S104916,"Mavuso absent, took her rounds as well",absence_cover,absence_cover,0.86,True
S103547,"relief only arrived 6, stayed until then..",absence_cover,absence_cover,1.0,True
S107968,"no replacement sent, ngicela sort this out",absence_cover,absence_cover,1.0,True
S102834,"gate motor failed, manned it by hand till 6",equipment_failure,equipment_failure,0.85,True
S108466,"GEDK VIR MOKOENA, SEK GEMELD",absence_cover,absence_cover,1.0,True
S108071,"waited for relief, nobody came through",absence_cover,late_handover,0.6,False
S107721,"WORKED THROUGH, MOTAUNG AT THE CLINIC",absence_cover,absence_cover,0.75,True
S106240,"aflos het nie opgedaag nie, moes aanbly..",absence_cover,absence_cover,0.37,True
S102816,client signed for the extra hours but real reason is relief no show agn,absence_cover,absence_cover,1.0,True
S103400,RELIEF NO SHOW AGAIN,absence_cover,absence_cover,1.0,True
S103567,Covering for Naidoo - booked off sick,absence_cover,absence_cover,1.0,True
S103011,"still on site, relief was suppose to coe six",absence_cover,absence_cover,1.0,True
S106804,"masjien is stukkend, alles met die hand gedoen",equipment_failure,equipment_failure,1.0,True
S104038,"late handover, waiting on paperwork",late_handover,late_handover,1.0,True
S101555,Clint ased for extra patrol after the break-in Tuesday,client_requested,client_requested,1.0,True
S105556,"UMANUEL AKEZANGA NAMHLANJE, NGIMELE YENA",absence_cover,absence_cover,1.0,True
S105003,-,blank,blank,1.0,True
S107975,no issues on site,routine,routine,0.97,True
S100140,Next shift guard did not pitch. Had to cover.,absence_cover,absence_cover,1.0,True
S107075,"double duty toda,y sibiya on family responsibility leave",absence_cover,absence_cover,1.0,True
S106652,"still on site, relief was suppoes to come 6am",absence_cover,absence_cover,1.0,True
S103478,"double dtuy today, Nkoi on family responsibility leave",absence_cover,absence_cover,1.0,True
S101798,"worked through, Cele at the clinic",absence_cover,absence_cover,0.75,True
S102432,"oorhandiging was laat, gewag vir sleutels",late_handover,late_handover,1.0,True
S105047,"client says stay till six, donnt know if office approved",client_requested,client_requested,0.93,True
S101552,"lift out of order, everything carried up stairs, took long",equipment_failure,equipment_failure,0.57,True
S109173,.,blank,blank,1.0,True
S103055,stood in for Fourie,absence_cover,routine,0.56,False
S106541,stood in for Mavuso,absence_cover,absence_cover,0.71,True
S102204,"oorhandiging was laat, gewag vir sleutels",late_handover,late_handover,1.0,True
S103344,"extra patrol per client email, approved by office",client_requested,client_requested,1.0,True
S108105,"aflos het nie opgedaag nie, moes aanbly",absence_cover,absence_cover,0.42,True
S102382,"gate motor failed, manned it by hand till 06:00",equipment_failure,equipment_failure,0.87,True
S106979,"covering mthembu post, no show no call",absence_cover,absence_cover,1.0,True
S101551,"no replacement sent, ngicela sort this out",absence_cover,absence_cover,1.0,True
S103691,Client reuested deep clean before the audit - approved,client_requested,client_requested,1.0,True
S100590,"tok mahlangu shift as wll, 2 posts 1 guard",absence_cover,routine,0.74,False
S104130,"no replacement sent, ngicela sort this out",absence_cover,absence_cover,1.0,True
S101805,"masjien is stukkend, alls met die hand gedoen",equipment_failure,equipment_failure,1.0,True
S107050,"took Nosi shift as well, 2 pots 1 guard",absence_cover,routine,0.74,False
S100586,Next shift guard did not pitch. Had to cover.,absence_cover,absence_cover,1.0,True
S106664,"Mabaso didnt come in, covered the post",absence_cover,absence_cover,1.0,True
S106280,Client requested deep clean before the audit - approved,client_requested,client_requested,1.0,True
S105325,"Zulu didnt come in, covered the post",absence_cover,absence_cover,1.0,True
S101883,"buffer machine kaput, did the floor by hand",equipment_failure,equipment_failure,1.0,True
S108332,"stocktake ran over, client asked us to remain, they knnow tey pay for it",client_requested,client_requested,1.0,True
S104275,"stocktake ran over, client asked us to remai,n they know they pay for it",client_requested,client_requested,1.0,True
S101278,ok,blank,blank,1.0,True
S106650,"worked through, Tshabalala at the clinic",absence_cover,absence_cover,1.0,True
S109304,"MAASJIEN IS STUKKEND, ALLES MET DIE HAND GEDOEN",equipment_failure,equipment_failure,1.0,True
S100889,"cllient wanted extra man on the gate for the event, approved",client_requested,client_requested,1.0,True
S109279,ntr,blank,blank,1.0,True
S101961,fine,blank,blank,1.0,True
S108951,quiet shift,routine,routine,0.9,True
S105579,"lift out of order, everything carried up stairs, took long",equipment_failure,equipment_failure,0.57,True
S103829,"worked through, Jaobs at the clinic",absence_cover,absence_cover,0.75,True
S105821,"extra patrol per clent email, approved by office",client_requested,client_requested,1.0,True
S101230,ntr,blank,blank,1.0,True
S106561,"srubber broke down, had to do the floor manually",equipment_failure,equipment_failure,1.0,True
S104974,all quiet,routine,routine,1.0,True
S103973,Covering for Sibiya - booked off sick,absence_cover,absence_cover,1.0,True
S100485,shiift handover delayed by 30 min,late_handover,late_handover,1.0,True
S100306,Client requested deep clean before the audit - approved,client_requested,client_requested,1.0,True
S105701,"handover late agn, keys missing !",late_handover,late_handover,1.0,True
S103796,no relief. stayed. someone must please sort the roster,absence_cover,absence_cover,1.0,True
S106442,nothing to report,routine,routine,0.93,True
S108776,stood in for Ndlovu,absence_cover,routine,0.57,False
S104245,"oorhandiging was laat, gewag vir sleutels",late_handover,late_handover,1.0,True
S105429,"generator fault, stayed to monitor",equipment_failure,equipment_failure,0.98,True
S104642,"uDlamini akezanga namhlanje, ngimele yena",absence_cover,absence_cover,1.0,True
S104321,quiet shift,routine,routine,0.9,True
S102395,"aflos het nie opgedaag nie, moes aanbly",absence_cover,absence_cover,0.42,True
S100719,no relief. stayed. someone must pls sort the roster,absence_cover,absence_cover,1.0,True
S100928,"handover late agn, keys missing",late_handover,late_handover,1.0,True
S108001,stood in for zuul,absence_cover,routine,0.59,False
S107901,"late handover, waiting on paperwork",late_handover,late_handover,1.0,True
S102369,Next shift guard did not pitch. Had to cover.,absence_cover,absence_cover,1.0,True
S108833,"buffer machine kaput, did the floor by hand..",equipment_failure,equipment_failure,1.0,True
S107059,"worked through, Dlamini at the clinic..",absence_cover,absence_cover,0.75,True
S101604,"client wanted etra man on the gate for the event, approved..",client_requested,client_requested,1.0,True
S107331,"covering Wyk post, no show no call",absence_cover,absence_cover,1.0,True
S103251,all quiet,routine,routine,1.0,True
S102109,all good,routine,routine,0.98,True
S103776,"client asked us to stay for the delivery, ok'd by centre mgmt",client_requested,client_requested,1.0,True
S104996,"additional cover requested by site manager, signed off",client_requested,client_requested,1.0,True
S107964,"covering Mavuso post, no show no call !",absence_cover,absence_cover,1.0,True
S107361,"control room says relief coming, nobody came",absence_cover,absence_cover,1.0,True
S106102,fine,blank,blank,1.0,True
S104779,double shift bc relief never pitched,absence_cover,absence_cover,1.0,True
S107267,no issues on site,routine,routine,0.97,True
S109331,n/a,blank,blank,1.0,True
S100873,as per normal,routine,routine,0.96,True
S108180,"generator fault, stayed to monitor",equipment_failure,equipment_failure,0.98,True
S103781,"additional cover requested by site manager, signed off..",client_requested,client_requested,1.0,True
S105156,double shift because relief never pitched,absence_cover,absence_cover,1.0,True
S100630,"Dlamini didnt come in, covered the post",absence_cover,absence_cover,1.0,True
S101058,"took Fourie shift as well, 2 poosts 1 guard",absence_cover,routine,0.74,False
S108709,all good,routine,routine,0.98,True
S102622,client signed for the extra hours but real reason is relief no show again,absence_cover,absence_cover,1.0,True
S105088,"Maluleke absent, took her rounds as wlel",absence_cover,absence_cover,0.67,True
S102662,Client requested deeep clean before the audit - aproved..,client_requested,client_requested,1.0,True
S101209,"handover late again, keys missing",late_handover,late_handover,1.0,True
S107717,"Sibiya didnt come in, covered the post",absence_cover,absence_cover,1.0,True
S104651,"double duty today, Ndovu on family responsibility leave",absence_cover,absence_cover,1.0,True
S100579,Centre mgr requested additional coer for stocktake,client_requested,client_requested,1.0,True
S106967,"machine down agn, took twice as long",equipment_failure,equipment_failure,1.0,True
S102050,"gedk vir Sithole, siek gemeld",absence_cover,absence_cover,1.0,True
S105339,Covered for Mahlangu agn - 3rd time this month,absence_cover,absence_cover,1.0,True
S105952,"gedek vir Sibiya, siek gemeld",absence_cover,absence_cover,1.0,True
S105834,"generator fault, stayed to monitor",equipment_failure,equipment_failure,0.98,True
S104442,"client wanted extra man on the gate for the event, approved",client_requested,client_requested,1.0,True
S104531,"gedek vir Motaung, siek geemld",absence_cover,absence_cover,1.0,True
S100817,all good,routine,routine,0.98,True
S102880,"scrubber broke down, had to do the floor manually",equipment_failure,equipment_failure,1.0,True
S108544,Covered for Zulu again - 3rd time this month,absence_cover,absence_cover,1.0,True
S108079,"late handover, waiting on paperwork",late_handover,late_handover,1.0,True
S107287,"buffer machine kaput, did the floor by hand",equipment_failure,equipment_failure,1.0,True
S109328,extra hrs approved by client for the event setup,client_requested,client_requested,1.0,True
S102181,Covered for Naidoo again - 3rd tie this month,absence_cover,absence_cover,1.0,True
S105471,all good,routine,routine,0.98,True
S106973,"client asked us to stay for the delivery, ok'd by centre mgmt..",client_requested,client_requested,1.0,True
S100088,"coering Blaoyi post, no show no call..",absence_cover,absence_cover,1.0,True
S105483,centre mgr requested additional covre for stocktake,client_requested,client_requested,1.0,True
S108451,"took Botha shift as well, 2 posts 1 guard",absence_cover,absence_cover,1.0,True
S100501,"generator fault, styed to mointor",equipment_failure,equipment_failure,0.99,True
S102158,"uTshabalala akezanga namhlanje, ngimele yena",absence_cover,absence_cover,1.0,True
S107206,nothing to report,routine,routine,0.93,True
S108767,Client asked for extra patrol after the break-in Tuesday..,client_requested,client_requested,1.0,True
S103619,"extra patrol per client emil, approved by office",client_requested,client_requested,1.0,True
S105340,relief no show AGAIN,absence_cover,absence_cover,1.0,True
S106430,fine,blank,blank,1.0,True
S100294,"late handover, waiting on paperwork",late_handover,late_handover,1.0,True
S107595,as per normal,routine,routine,0.96,True
S108470,"next shift akafikanga, ngihlale kuze kube 0600",absence_cover,absence_cover,1.0,True
S109238,,blank,blank,1.0,True
S100975,"late handover, waiting on paperwork",late_handover,late_handover,1.0,True
S108288,"still on site, relief was suppose to come 6am",absence_cover,absence_cover,1.0,True
S104068,"client wantd extra man on the gate for the event, approved",client_requested,client_requested,1.0,True
S103397,Covering for Khumalo - booked off sick,absence_cover,absence_cover,1.0,True
S104116,"uMaluleke akezanga namhlanje, ngimele yena",absence_cover,absence_cover,1.0,True
S103456,"extra patrol per client email, approevd by office",client_requested,client_requested,1.0,True
S106546,"khumalo didnt come in, covered the post",absence_cover,absence_cover,1.0,True
S100717,"next shift akafikanga, ngihlale kuze kube 6am",absence_cover,absence_cover,1.0,True
S106042,client requested deep clean before the audit - approved,client_requested,client_requested,1.0,True
S104526,n/a,blank,blank,1.0,True
S108657,client asked for extra patrol after the break--in tuesday,client_requested,client_requested,1.0,True
S100595,client signed for the extra hours but real reason is relief no show agn..,absence_cover,absence_cover,1.0,True
S107088,"additional cover requested by site mgr, signed off",client_requested,client_requested,1.0,True
S107885,extra hours approved by client for the event setup,client_requested,client_requested,1.0,True
S107627,"gnerator fault, stayed to monitor..",equipment_failure,equipment_failure,0.98,True
S106573,"Naidoo didt come in, covered the post",absence_cover,absence_cover,1.0,True
S107746,"still on site, relief was suppose to come 06h00",absence_cover,absence_cover,1.0,True
S107218,ntr,blank,blank,1.0,True
S106989,"buffer machine kaput, did the floor by hand",equipment_failure,equipment_failure,1.0,True
S100301,"still on site, relief was suppose to come 06:00",absence_cover,absence_cover,1.0,True
S104331,"molefe absent, took her rounds as well",absence_cover,absence_cover,1.0,True
S102253,all quiet,routine,routine,1.0,True
S107504,ok,blank,blank,1.0,True
S100384,"control room says relief coming, nobody came",absence_cover,absence_cover,1.0,True
S106492,"requested by centre management for load in, signed off",client_requested,client_requested,1.0,True
S105436,"machine down again, took twice as long",equipment_failure,equipment_failure,1.0,True
S102650,all quiet,routine,routine,1.0,True
S103589,relief no show AGAIN,absence_cover,absence_cover,1.0,True
S106553,Next shift guard did not pitch. Had to cover.,absence_cover,absence_cover,1.0,True
S107376,"next shift akafikanga, ngihlale kuze kube 6 !",absence_cover,absence_cover,1.0,True
S105329,double shift because relief never picthed !,absence_cover,absence_cover,1.0,True
S109293,"waited 45 min for handover, OB book not signed",late_handover,late_handover,1.0,True
S106233,Mokoena off sick. again. covered.,absence_cover,absence_cover,1.0,True
S106536,"double duty today, Sithole on family responsibility leave",absence_cover,absence_cover,1.0,True
S109261,"handover late agn, keys missing",late_handover,late_handover,1.0,True
S103809,"waited for relief, nobody caame through",absence_cover,late_handover,0.64,False
S105550,extra hrs apprvoed by clietn for the event setp,client_requested,client_requested,1.0,True
S102179,"waited 40 min for handover, OB book not signed",late_handover,late_handover,1.0,True
S102377,"late handover, waiting on paperwork",late_handover,late_handover,1.0,True
S105071,"no replacement sent, ngicela sort this out",absence_cover,absence_cover,1.0,True
S105155,sharp,blank,blank,1.0,True
S106680,Client asked for extra patrool after the break-in Tuesday,client_requested,client_requested,1.0,True
S107580,"geddek vir wyk, siek gemeld",absence_cover,absence_cover,1.0,True
S102879,"waited 25 min for handover, OB book not signed",late_handover,late_handover,1.0,True
S101725,ok,blank,blank,1.0,True
S105880,"late handover, waiting on paperwork",late_handover,late_handover,1.0,True
S106235,"gedek vir Tshabalala, siek gemeld",absence_cover,absence_cover,1.0,True
S106457,"USIBIYA AKEZANA NAMHLANJE, NGIMELE YENA..",absence_cover,absence_cover,1.0,True
S106046,"extra patrol per client email, approved by office",client_requested,client_requested,1.0,True
S107572,-,blank,blank,1.0,True
S106375,"still on site, relieef was suppose to come six",absence_cover,absence_cover,1.0,True
S103012,Centre mgr requested additional cover for stocktae,client_requested,client_requested,1.0,True
S109078,ok,blank,blank,1.0,True
S101275,.,blank,blank,1.0,True
S103735,akukho lutho,routine,routine,1.0,True
S108835,"client wanted extra man on the gate for the event, approved",client_requested,client_requested,1.0,True
S107894,"relief only arrived 0600, stayed until then",absence_cover,absence_cover,1.0,True
S108026,"srubber broke down, had to do the floor manually",equipment_failure,equipment_failure,1.0,True
S108082,quiet shift,routine,routine,0.9,True
S108285,"took Zulu shift as well, 2 posts 1 guard",absence_cover,absence_cover,1.0,True
S101069,,blank,blank,1.0,True
S107875,"oorhandiging was laat, gewag vir sleutels",late_handover,late_handover,1.0,True
S103391,"relief never arrived, stayed on till six",absence_cover,absence_cover,1.0,True
S101905,.,blank,blank,1.0,True
S103424,Client requested deep clean before the audit - approved,client_requested,client_requested,1.0,True
S103988,"buffeer machine kaput, did the floor by hand",equipment_failure,equipment_failure,1.0,True
S105735,"worked through, sibiya at the clinic",absence_cover,absence_cover,1.0,True
S102953,"gate motoor failed, manned it by hadn till 6",equipment_failure,equipment_failure,0.87,True
S106580,"umolefe akezanga namhlanje, ngimele yena",absence_cover,absence_cover,1.0,True
S108038,"Ndlovu absent, took her rounds as well",absence_cover,absence_cover,0.84,True
S103338,"late hanodver, waiting on paperwork",late_handover,late_handover,1.0,True
S106132,Covering for Wyk - booked off sick,absence_cover,absence_cover,1.0,True
S107079,Client asked for extra patrol after the break-in Tuesday,client_requested,client_requested,1.0,True
S101822,"uSibiya akezanga namhlanje, ngimele yena",absence_cover,absence_cover,1.0,True
S105051,"handover late again, keys missing",late_handover,late_handover,1.0,True
S103751,"still on site, relief was suppose to come six",absence_cover,absence_cover,1.0,True
S108478,Next shift guard did not pitch. Had to cover.,absence_cover,absence_cover,1.0,True
S106097,"aflos het nie opgedaag nie, moes aanbly",absence_cover,absence_cover,0.42,True
S104397,nothing to report,routine,routine,0.93,True
S108061,shift handover delayed by 30 min,late_handover,late_handover,1.0,True
S102528,"generator fault, stayed to monitor !",equipment_failure,equipment_failure,0.98,True
S100587,Nkosi off sick. agn. coveredd.,absence_cover,absence_cover,1.0,True
S109297,"uBotha akezanga namhlanjje, ngimele yena",absence_cover,absence_cover,1.0,True
S104857,"client says stay till 06h00, dont know if office approved",client_requested,client_requested,1.0,True
S101939,"waited 50 min for handover, OB book not signed",late_handover,late_handover,1.0,True
S104803,"took Mokoena shift as well, 2 posts 1 guard",absence_cover,absence_cover,1.0,True
S103509,"double duty today, Baloyi on family responsibility leave",absence_cover,absence_cover,1.0,True
S104449,sharp,blank,blank,1.0,True
S100032,"control room says relef coming, nobody came",absence_cover,absence_cover,1.0,True
S101590,"control room says relief coming, nobody came",absence_cover,absence_cover,1.0,True
S104355,"additional cover requested by site mgr, signed off",client_requested,client_requested,1.0,True
S103661,"aflos het nie opgedaag nie, moes aanbly",absence_cover,absence_cover,0.42,True
S102838,"client asked us to stay for the delivery, ok'd by centre mgmt..",client_requested,client_requested,1.0,True
S106807,CLIENT ASKED FOR EXTRA PATROL AFTER THE BREAK-IN TUESDAY,client_requested,client_requested,1.0,True
S105053,klient het ekstra ure gevra vir stocktake !,client_requested,client_requested,1.0,True
S102453,ntr,blank,blank,1.0,True
S101640,all fine,routine,blank,0.77,False
S105352,"client says stay till six, dont know if office approved",client_requested,client_requested,0.93,True
S106225,"GENERATOR FAULT, STAYED TO MONITOR..",equipment_failure,equipment_failure,0.98,True
S104164,"scrubber broke don, had to do the floor manually",equipment_failure,equipment_failure,1.0,True
S100309,Jacobs off sick. ag.n covered.,absence_cover,absence_cover,1.0,True
S103077,no relif. stayed. someone must please sort the roster,absence_cover,absence_cover,1.0,True
S102386,"took Mabaso shift as well, 2 posts 1 guard",absence_cover,absence_cover,1.0,True
S101769,"buffer machine kaput, did the floor by hand",equipment_failure,equipment_failure,1.0,True
S104379,"uBotha akezanga namhlanje, ngimele yena",absence_cover,absence_cover,1.0,True
S108123,ntr,blank,blank,1.0,True
S101704,"buffer machine kaput, did the floor by hand !",equipment_failure,equipment_failure,1.0,True
S108837,no issues on site,routine,routine,0.97,True
S103018,"next shift akafikanga, ngihlale kuzze kube 06h00",absence_cover,absence_cover,1.0,True
S106806,"Naidoo didnt come in, covered the post..",absence_cover,absence_cover,1.0,True
S106376,"took Nkosi shift as well, 2 posts 1 guard",absence_cover,absence_cover,0.52,True
S106252,"took Naidoo shift as well, 2 posts 1 guard",absence_cover,absence_cover,1.0,True
S103649,"uNaidoo akezanga namhlanje, ngimele yena",absence_cover,absence_cover,1.0,True
S107240,"extra patrol per client email, approved by ofice",client_requested,client_requested,1.0,True
S108016,"client says stay till 06h00, dont know if office approved",client_requested,client_requested,1.0,True
S104249,all quiet,routine,routine,1.0,True
S106902,"client says stay till 0600, dont know if office approved",client_requested,client_requested,1.0,True
S102656,"Ngcobo absent, took her rounds as well..",absence_cover,absence_cover,1.0,True
S109305,"Mokoena absent, took her rounds as well",absence_cover,absence_cover,1.0,True
S105537,"nkosi absent, took her rounds as well !",absence_cover,absence_cover,0.85,True
S102317,nothing to report,routine,routine,0.93,True
S104575,no issues on site,routine,routine,0.97,True
S103458,no relief. stayed. someone must please sort the roster !,absence_cover,absence_cover,1.0,True
S102929,"next shift akafikanga, ngihlale kuze kube 6",absence_cover,absence_cover,1.0,True
S101338,nothing to report,routine,routine,0.93,True
S104868,niks om te rapporteer nie,routine,routine,0.97,True
S107133,relief no show again..,absence_cover,absence_cover,1.0,True
S102570,"sill on site, relief was spupose to come 6am",absence_cover,absence_cover,1.0,True
S106476,"lift out of order, everything carried up stairs, took lng",equipment_failure,routine,0.72,False
S100784,"worked through, ndlovu at the clinic..",absence_cover,absence_cover,0.74,True
S106925,"lift out of order, everything carried up stairs, took long",equipment_failure,equipment_failure,0.57,True
S107886,shift handover delayed by 50 min,late_handover,late_handover,1.0,True
S102295,"jacobs absent, took her rounds as well",absence_cover,absence_cover,0.85,True
S100775,quiet shift,routine,routine,0.9,True
S103402,"machine down agn, took twice as long",equipment_failure,equipment_failure,1.0,True
S105318,client signed for the extra hours but real reason is relief no show agn !,absence_cover,absence_cover,1.0,True
S101812,ntr,blank,blank,1.0,True
S102723,"oorhandiging was laat, gewag vir sleutels",late_handover,late_handover,1.0,True
